ticket_id,created_at,first_response_at,resolved_at,status,channel,customer_id,order_id,product_sku,category,priority,assigned_team,agent_id,transfers,csat_score,refund_amount_inr,refund_reason_code,replacement_issued,customer_message,agent_notes,source_system
TK-249188,2026-01-15 12:34,2026-01-15 14:09,2026-01-27 20:32,resolved,social,C106109,VR893738,VA-NB-ARC,Warranty & Repair,Normal,Escalations & Warranty,A3044,0,,,,N,"Dear Sir/Madam,

I am writing w/ reference to my order of my Arc placed on 31-10-2025. Service centre took it, now silence. I have emailed twice. I requets u to provied a resolution withni 3 working days.

Yousr faithfully,
Ananya Srivastava",-,helpdesk
TK-249189,2026-01-15 13:26,2026-01-15 16:56,2026-01-17 17:09,resolved,email,C107934,,VA-SW-NX2,Delivery & Shipping,Normal,Logistics,A3030,0,3,,,N,"order not delivered, tracking not updating. waiting for your reply",Ticket raised for delivery delayed. Raised ticket w/ crr partner. rfnd initiated as lost in transit. //AIS,helpdesk
TK-249190,2026-01-15 13:34,2026-01-15 14:27,2026-01-15 14:41,resolved,social,C105189,VR907491,VA-SP-ORB,Other,Normal,Chat Frontline,A3004,0,3,,,N,"Hello Vireo, I bought my Orbit on 19/04. Connection drops constantly. Please resolve asap. Rgds, Diya",see prev,helpdesk
TK-249191,2026-01-15 13:52,2026-01-15 13:58,2026-01-18 14:15,resolved,chat,C104027,VR895148,VA-EB-PL1,Other,Normal,Chat Frontline,A3011,0,,,,N,"sir ji
my order has not been delivered yet
3 weeks back se
pulse earbuds VR895148
kindly do the needful","1. Delivery delayed
2. conf address w/ cx
3. crr connf delivery for 18 Jan, cx informed",helpdesk
TK-249192,2026-01-15 15:08,2026-01-15 22:45,,open,email,C103370,VR891969,VA-SW-NX2,Charging & Battery,Normal,Email Frontline,A3001,0,,,,Y,"team,
goes from full to empty during one commute
please help karo
nexa 2 vr891969",poro battery backup | advised disabling anc/aod to test -> replacement unit dispatched ~Suresh,helpdesk
TK-249193,2026-01-15 15:44,2026-01-15 20:52,2026-01-15 21:16,resolved,email,C107526,VR894185,VA-EB-PL1,App & Firmware,Normal,Email Frontline,A3030,1,2,,,N,Not what I expected from Vireo. I BOUGHT THE PULSE BUDS ON 12/10. cannot login to my account. I already tried 5 times. Refund. Now.,Cx reported OTP not rcvd. Checked OTP logs. xfer to Logistics. Account unlocked. //AIS,helpdesk
TK-249195,2026-01-15 17:59,2026-01-15 19:19,2026-01-15 19:41,resolved,social,C101740,VR890649,VA-SP-ORB,Delivery & Shipping,Low,Logistics,A3030,0,,5399,GW-OTHER,Y,"the parcel looked like it was kicked here from the warehouse, and the unit has a crack - VR890649 - kindly look into it","Cx says transit damage. chk with courier for damage claim. Replacement unit dispatched.
Both refund and replacement given as cx threatened social media. //AIS",helpdesk
TK-249196,2026-01-15 19:00,2026-01-15 19:08,2026-01-15 19:45,resolved,chat,C101757,,VA-HP-ST2,Billing & Payments,Low,Billing,A3035,0,,4999,GW-OTHER,N,"Product: my Strata 2 headphones
Purchased: 01 Jan
Issue: I was charged tiwce for one order
Tried: checked with bank
Expected: refund",Ticket raised for double charge. Confirmed UTRs. Refund of Rs 4999 initiated to source. Follow-up not required.,helpdesk
TK-249197,2026-01-15 19:40,2026-01-15 20:24,2026-01-15 20:32,resolved,email,C102766,,VA-SW-FIT,Other,Normal,Email Frontline,A3018,0,,,,N,"hello
does the fit band work with iphone
anyoone there",Query answered. Issue: compatibility query. Shared spec sheet. ~Krishna,helpdesk
TK-249198,2026-01-15 23:40,2026-01-16 00:31,2026-01-16 00:47,resolved,email,C104009,VR895401,VA-EB-PL1,Delivery & Shipping,Normal,Logistics,A3027,0,4,2499,GW-OTHER,N,"Really frustrating. the Pulse bus purchased 3 weeks back, ordre VR895401. screen has a crack before I evne switched it on. I already tok photos. This is the lsat time I buy from you.","1. Transit damage
2. chk w/ crr for damage claim
3. Replacement raised, RMA shared w/ cx. Amount returned to card; fresh unit shipped from BLR warehouse.",helpdesk
TK-249199,2026-01-16 07:26,2026-01-16 07:32,2026-01-16 08:12,closed,chat,C100814,,VA-EB-PL1,Connectivity,Normal,Chat Frontline,A3006,0,4,,,N,"Product: Pulse earbuds
Purchased: 25/12
Issue: not pairing with my phone
Tried: restarted the phone
Expected: caallback","advised fw update via app, resolved. issue: pairing failure. walked through forget + re-pair. -VB",helpdesk
TK-249200,2026-01-16 08:50,2026-01-16 11:00,2026-01-17 11:34,resolved,email,C105785,VR889455,VA-SP-ORB,Returns & Refunds,Low,Returns Desk,A3038,0,3,5399,GW-OTHER,N,where is the money for the return. i want my money back,"1. Refund pending
2. chk reverse pickup QC status
3. Refund of Rs 5399 initiated to source",helpdesk
TK-249201,2026-01-16 09:52,2026-01-16 10:48,2026-01-16 11:07,resolved,social,C108228,VR904302,VA-SW-FIT,Product Enquiry,Normal,Chat Frontline,A3007,0,,,,N,"Hello Vireo, Bought my Nexa Fit band around 02-01-2026 from Flipkart. My dad has an old Nokia, will the watch app run. Please help. Thanks,",rslvd on call,helpdesk
TK-249202,2026-01-16 09:59,2026-01-16 10:03,2026-01-16 10:27,closed,voice,C102766,,VA-SW-FIT,Delivery & Shipping,Normal,Logistics,A3031,0,4,,,N,"order not delivered, tracking not updating","Courier confirmed delivery for 18 Jan, cx informed. Issue: delivery delayed. Confirmed address with cx.",helpdesk
TK-249203,2026-01-16 10:31,2026-01-16 11:28,2026-01-16 11:36,resolved,email,C108863,VR900787,VA-SP-ORB,Product Enquiry,Normal,Email Frontline,A3019,0,,,,N,"Hello, Orbit speaker purchased 10 days ago, order VR900787.  Does Orbit speaker work with iPhone. Please call me on my registered number. Thanks in advance Ayaan Pillai",cx staates pre-sales query. shared compatibility info. query answered.,helpdesk
TK-249204,2026-01-16 10:35,2026-01-16 10:52,2026-01-16 11:07,resolved,chat,C105318,,VA-SW-NX1,Billing & Payments,High,Billing,A3033,0,2,,,N,"Product: the nexa smartwatch
Purchased: 09 Jan
Issue: need GST invoice for my order
Tried: checked orders page
Expected: callback","1. gst invoice request
2. updated gstin on order
3. invoice emailed",helpdesk
TK-249205,2026-01-16 11:05,2026-01-16 11:10,2026-01-16 11:29,resolved,chat,C101021,VR893051,VA-SW-NX2,Other,Normal,Chat Frontline,A3013,0,,,,N,"Dear Sir/Madam, Got the Nexa 2 from vireo.in 3 weeks back. Bluetooth pairing fails every time. I restarted the phone. Nothing changed. I have been a loyal customer and this is how u treat me. Please advise. Awaiting response,","re-pair successful, resolved on chat. issue: pairing failure. asked cx to reset the device. ~Rohit",helpdesk
TK-249206,2026-01-16 12:57,2026-01-16 13:01,2026-01-16 13:23,resolved,chat,C106829,VR888368,VA-EB-AIR,Audio Quality,Normal,Chat Frontline,A3007,0,4,,,Y,"Dear Sir/Madam,

I am writing wiith reference to my order of the AirLite buds placed on 13/12.  One of them is just decoration at this point. I have tried different phone. I request you to kindly arrange a replacement.

Sincerely,
Manpreet Ghosh
Visakhapatnam",resolved on call,helpdesk
TK-249207,2026-01-16 13:21,2026-01-16 15:46,2026-01-16 15:58,resolved,email,C106762,,VA-NB-ARC,Other,Normal,Email Frontline,A3018,0,,2598,CANCEL,N,"ordered the wrogn colour, don't ship it",cx: cancellation request | cancelled before dispatch -> refund of rs 2598 initiated to source ~Krishna,helpdesk
TK-249208,2026-01-16 15:37,2026-01-16 17:19,2026-01-16 17:41,resolved,email,C107315,VR892636,VA-EB-PL2,Returns & Refunds,Normal,Returns Desk,A3036,0,,,,Y,Honestly regretting this purchase. I bought Pulse2 on 02 Jan. return pickup has not happened. I already rescheduled pickup twice. This is the last time I buy from you.,"Reported: pickup not done. chk pickup AWB. rplc approved, reverse pickup arranged. Cx informed. (SOP 3.1)",helpdesk
TK-249209,2026-01-16 18:12,2026-01-16 18:13,2026-01-17 18:43,resolved,chat,C102540,VR901149,VA-EB-PL2,Delivery & Shipping,High,Logistics,A3030,0,,,,Y,"hi sir
box was crushed and the the pulse 2 earbuds is cracked","Cx reported unit rcvd damaged. Checked with courier for damage claim. Replacement raised, RMA shared with cx. //AIS",helpdesk
TK-249210,2026-01-16 19:05,2026-01-16 19:20,2026-01-16 19:41,resolved,chat,C107209,VR890171,VA-EB-AIR,Billing & Payments,High,Billing,A3035,0,,,,N,"sir ji
need the bill w/ my firm's gstin on it
kal se
kindly do the needful",cx states invoice query. Regenerated invoice. GST invoice regenerated & shared. Case closed w/ cx consent.,helpdesk
TK-249212,2026-01-16 20:12,2026-01-16 20:16,2026-01-16 20:38,closed,chat,C104247,,VA-EB-PL2,Audio Quality,Normal,Chat Frontline,A3014,0,,,,N,there is a frying sound in the background of every song,rplc raised. Issue: audio distortion. Checked FW. -AD,helpdesk
TK-249213,2026-01-16 20:20,2026-01-16 20:27,2026-01-16 21:01,resolved,chat,C105366,,VA-SW-FIT,Billing & Payments,High,Billing,A3035,0,,180,GW-OTHER,N,"Product: my Nexa Fit band
Purchased: 09/01
Issue: double payment deducted
Tried: checked with bank
Expected: fix",Reported: double charge. conf UTRs. Refunded Rs 180. Closing.,helpdesk
TK-249214,2026-01-16 20:42,2026-01-16 22:44,2026-01-16 22:55,resolved,email,C100448,VR898613,VA-EB-AIR,Account & Login,Low,Email Frontline,A3003,0,3,,,N,"product: airlite earbuds
order: vr898613
purchased: 25 nov
issue: otp not coming on my number
tried: tried on another browser
expected: fix","1. OTP not rcvd
2. Checked OTP logs
3. Account unlocked -KS",helpdesk
TK-249216,2026-01-16 20:46,2026-01-16 23:02,2026-01-16 23:22,resolved,email,C107620,VR908504,VA-SP-MINI,Billing & Payments,High,Billing,A3032,0,2,,,N,need GST invoice for my order. please advise,"1. invoice query
2. regenerated invoice
3. gst invoice regenerated and shared ~Sneha",helpdesk
TK-249217,2026-01-16 20:50,2026-01-16 21:13,2026-01-19 21:46,resolved,voice,C107701,VR901137,VA-AC-CASE,Billing & Payments,High,Billing,A3035,0,,1104,GW-OTHER,N,"not acceptable at this price. spare case purchased 10 days ago, order vr901137. where is the money for the return. i already emailed twice. refund. now.","Cust contacted re rnfd pending. chk rnd status on PG. rfnd approved, Rs 1104, 5-7 working days. Follow-up not required.",helpdesk
TK-249218,2026-01-16 21:19,2026-01-16 22:05,2026-01-16 22:22,resolved,voice,C106375,VR888557,VA-EB-AIR,Other,Normal,Voice Frontline,A3016,0,3,,,N,"Deear team,
Tihs is rearding airlite earbuds.  Typo in the flta number, courier will neevr find it.
How do I get thsi fixed?
Rgds",Ticket raised for wrong pincode. Updated address w/ courier. Address updated.,helpdesk
TK-249219,2026-01-16 21:56,2026-01-17 00:06,2026-01-17 00:30,resolved,email,C105845,,VA-EB-PL2,Returns & Refunds,Normal,Returns Desk,A3037,0,,3499,GW-OTHER,N,"helo
i have been sitting at home for 3 days watiing for your courier
the pules 2 earbuds
pls reply","rfnd approved, rs 3499, 5-7 working days. issue: pkp not done. chk pkp awb. ~Manish",helpdesk
TK-249220,2026-01-16 23:25,2026-01-16 23:28,2026-01-18 23:47,resolved,chat,C109422,VR900688,VA-EB-PL2,Delivery & Shipping,Normal,Logistics,A3027,0,5,3149,LOST-TRANSIT,N,"hello,
pulse 2 purchased recently, order vr900688. the courier marked it delivered but nobody in my house got anything.
i checked the tracking pae daily. nothing changed.
i want a replacement.
thanks in advance,","1. dlvry delayed
2. Raised ticket w/ courier partner
3. Full refund processed (3149)",helpdesk
TK-249221,2026-01-17 06:23,2026-01-17 06:25,2026-01-17 06:40,resolved,chat,C101870,VR890867,VA-EB-PL2,Account & Login,Normal,Chat Frontline,A3007,0,,,,N,Ordered pule 2 buds 3 weeks back. OTP not coming on my number. I tried on another browser. Nothing changed. Please advise. Regards Varun,sorted,helpdesk
TK-249223,2026-01-17 08:58,2026-01-17 11:34,2026-01-17 11:59,resolved,email,C109338,VR909721,VA-EB-PL1,Audio Quality,Normal,Email Frontline,A3020,0,4,,,N,"I bought my Pulse on December 27. I hear music in one ear only, other is mute.
I checked balance settings.
I am losing patience.
What do I do now?
Rgds,",esc to wty. issue: no audio one side. asked cx to check bud in case.,helpdesk
TK-249225,2026-01-17 12:10,2026-01-17 12:26,2026-01-17 13:06,resolved,email,C108974,,VA-EB-PL1,Charging & Battery,Normal,Email Frontline,A3036,1,,,,Y,not what i expected from vireo.  this is regarding pulse earbuds. no light comes on the case when i plug it in. i already tried wireless charging pad. fix this or i am posting on twitter,"issue: case not charging | checked for lint in port -> replacement raised, rma shared w/ cx | xfer returns desk",helpdesk
TK-249226,2026-01-17 12:18,2026-01-17 15:05,2026-01-17 15:13,resolved,email,C108812,VR892652,VA-HP-ST3,Product Enquiry,Normal,Email Frontline,A3018,0,,,,N,is my strata 3 headphones compatibble witth my tv - vr892652,issue: compatibility query | shared spec sheet -> query answered ~Krishna,helpdesk
TK-249227,2026-01-17 13:14,2026-01-17 14:55,2026-01-17 15:46,resolved,social,C106564,VR891203,VA-EB-PL2,Charging & Battery,Normal,Chat Frontline,A3014,0,5,,,N,"Ordered Pulse2 2 weeks ago. The left one is ded every morning even though it was in the case all night. I did the reset from the manual. Nothing changed. Please resolve asap. Thanks & regards, Reyansh Naidu","adv pin cleaning, cx confirmed ok. Issue: left bud not charging. Tested w/ cx on call. -AD",helpdesk
TK-249228,2026-01-17 13:21,2026-01-17 13:40,2026-01-17 13:52,resolved,voice,C105183,VR883801,VA-EB-PL2,Returns & Refunds,Normal,Returns Desk,A3038,0,4,2799,GW-OTHER,N,"[IVR transcript] pickup scheduled but no one showed up, VR883801, i want a replacement","Contact re reverse pkp pending. Re-raised pkp with crr. pkp done, rfnd initiated.",helpdesk
TK-249230,2026-01-17 13:43,2026-01-17 14:08,2026-01-17 14:27,resolved,voice,C105134,VR907786,VA-EB-PL2,Account & Login,Normal,Voice Frontline,A3030,1,2,,,N,"namaste, this is regarding the pulse 2 earbuds. cannot login to my account. i tried 5 times. nothing changed. i want a replacement",Account unlocked. Issue: login issue. Checked OTP logs. Via Logistics. //AIS,helpdesk
TK-249231,2026-01-17 14:15,2026-01-17 22:56,2026-01-17 23:20,resolved,email,C107472,,VA-EB-PL2,Audio Quality,Normal,Email Frontline,A3001,0,4,,,N,"Hello, Bought my Pulse 2 aound 21 Aug from Amazon. There is a frying sound in the background of every song. I changed EQ. How do I get this fixed? Regards Bhavna Goyal","issue: crackling/distortion | checked fw -> avdised eq reset, reslved",helpdesk
TK-249232,2026-01-17 14:15,2026-01-17 14:34,2026-01-17 14:53,resolved,voice,C107345,,VA-EB-PL1,Product Enquiry,Normal,Voice Frontline,A3026,0,,,,N,"Bought pulse 1 around January 21 from Flipkart.  Does pulse 1 work with iPhone. I want a replacement. Regards, Siddharth",re: pre-sales query | shared spec sheet -> query answeed //AAD,helpdesk
TK-249233,2026-01-17 14:39,2026-01-17 14:59,2026-01-17 15:34,resolved,voice,C108756,VR893771,VA-EB-PL2,Audio Quality,Normal,Voice Frontline,A3026,0,2,,,N,"everyone on my calls says I sound like I'm underwater
VR893771
please advise",mic issue | chk mic permissions on phone -> rplc raised //AAD,helpdesk
TK-249234,2026-01-17 14:51,2026-01-17 16:39,2026-01-17 17:06,resolved,email,C102254,VR898350,VA-EB-PL2,Audio Quality,Normal,Email Frontline,A3018,0,,,,Y,"Realyl frustrating. Tis is regarding Pulse2. sounds like a badly tuned radio now. I already tried wired mode. I want a replacement or refund, nothing else.","issue: static noise in audio | checked with different source -> replacement approved, reverse pickup arranged",helpdesk
TK-249236,2026-01-17 15:01,2026-01-17 15:10,2026-01-17 15:41,resolved,chat,C100412,VR896148,VA-EB-PL2,Audio Quality,Low,Chat Frontline,A3012,0,,,,N,"product: pulse 2 buds
order: vr896148
purchased: 28-11-2025
issue: people cannot hear me on calls
tried: tried different apps
expected: fix",ticket raised for mic issue. tested on call w/ cx. fw update advised.,helpdesk
TK-249237,2026-01-17 15:12,2026-01-17 15:37,2026-01-17 16:16,resolved,voice,C103632,VR884836,VA-EB-PL2,Connectivity,Normal,Voice Frontline,A3026,0,2,,,N,really frustrating. ordered pulse2 last month. pairing is not working. i already forgot the device and tried again. refund. now.,"issue: device not discoverable | chk phone os version -> re-pair successful, rslvd on cat //AAD",helpdesk
TK-249238,2026-01-17 15:34,2026-01-17 19:03,2026-01-17 19:18,resolved,email,C105917,VR899999,VA-SP-ORB,Account & Login,Normal,Email Frontline,A3018,0,,,,N,"very poor quality.  got the orbit smart speaker from vireo.in around diwali. cannot login to my account. i already tried 5 times. i want a replacement or refund, nothing else","issue: login issue | checked number on account -> number updated, resolved ~Krishna",helpdesk
TK-249239,2026-01-17 15:47,2026-01-17 15:49,2026-01-17 16:06,resolved,chat,C101342,VR881833,VA-EB-PL1,Charging & Battery,Normal,Chat Frontline,A3012,0,,,,N,"hey
goes from full to empty during one commute
pulse earbuds vr881833
hello??",cx reached out - poor battery backup. chk usage pattern with cx. replacement raised after test.,helpdesk
TK-249240,2026-01-17 15:51,2026-01-17 18:35,2026-01-17 18:51,resolved,social,C100845,,VA-EB-PL1,Delivery & Shipping,Normal,Logistics,A3030,0,,,,N,"Dear team, This is regarding pulse 1. It has been 15 days and I have nothing in hand. I checked with neighbours. What do I do now? Rgds, Harpreet",see prev //AIS,helpdesk
TK-249241,2026-01-17 17:00,2026-01-17 17:07,2026-01-25 23:37,resolved,voice,C105593,VR895332,VA-EB-PL2,Warranty & Repair,Low,Escalations & Warranty,A3043,0,,,,N,"Hey, This is regarding the Pulse 2 earbuds. Warranty claim pending for 5 days. I emailed twice. Please advise.",cx updated //NIK,helpdesk
TK-249242,2026-01-17 18:49,2026-01-17 19:01,2026-01-27 20:07,resolved,chat,C108317,VR886860,VA-EB-PL2,Audio Quality,Normal,Chat Frontline,A3039,1,2,,,Y,Not what I expected from Vireo. Got Pulse 2 from vireo.in 10 days ago. left side has no audio at all. I ALREADY RESET THE BUDS. Refund. Now.,"single side audio only | walked through reset -> replacement raised, rma shared with cx | xfer escalations & warranty (sop 3.1) ~Reyansh",helpdesk
TK-249243,2026-01-17 19:34,2026-01-17 20:25,2026-01-25 21:38,resolved,social,C104703,VR892766,VA-EB-PL2,Other,Normal,Chat Frontline,A3005,0,,,,Y,"hello
warranty claim penidng for 12 days
my pules 2
anyone there","Ticket raised for repair status follow-up. chk QC report. Cx updated, ETA shared.",helpdesk
TK-249244,2026-01-17 21:00,2026-01-17 21:03,2026-01-17 21:33,resolved,chat,C107748,VR891938,VA-SW-NX2,Delivery & Shipping,Normal,Logistics,A3030,0,,,,N,"dear sir/madam,

i am writing wtih reference to my order of nexa 2 (vr891938) placed on 10-01-2026.  the box says nexa 2 but what's inside is not what i paid for. i have checked teh invoice. i request you to look into this matter at the earliest.

yours faithfully,
rohan srivstava
raipur","1. Incorrect product shipped
2. Verified order vs delivered item photos
3. Replacement dispatched //AIS",helpdesk
TK-249245,2026-01-17 21:19,2026-01-17 21:58,2026-01-17 22:10,resolved,voice,C104394,VR907473,VA-EB-PL2,Billing & Payments,High,Billing,A3035,0,,,,N,[IVR transcript] hii the festive offer vanished when i clicked pay my pulse 2 VR907473 urgent,"1. Discount not applied
2. chk cart eligibility
3. Store cedit issued",helpdesk
TK-249246,2026-01-17 21:58,2026-01-19 04:26,2026-01-22 04:50,resolved,email,C108218,VR902695,VA-EB-PL2,Returns & Refunds,Normal,Returns Desk,A3038,0,,,,N,"pickup scheduled but no one showed up
i want a replacement","1. pkp not done
2. Re-raised pkp w/ courier
3. rfnd processed without pkp as goodwill",helpdesk
TK-249248,2026-01-17 22:49,2026-01-17 22:51,2026-01-24 00:28,resolved,chat,C101560,VR903835,VA-EB-PL2,Audio Quality,Normal,Chat Frontline,A3039,1,,,,N,"Dear Sir/Madam,

I am writing w/ reference to my order of Pulse 2 (VR903835) placed on 04 Nov. Crackling sound in the left side. I have tried diffeent apps. I request you to process a refund to my original payment method.

Regards,
Krishna Fernandes
Chennai","audio distortion | checked fw -> fw update, cx to monitor | xfer escalations & warranty (sop 3.1)",helpdesk
TK-249249,2026-01-17 23:21,2026-01-18 01:44,2026-01-18 01:53,resolved,social,C101906,,VA-SW-NX2,Product Enquiry,Normal,Chat Frontline,A3016,0,,,,N,"Product: my Nexa 2 watch
Order: VR890474
Purchased: 07/01
Issue: before I buy - will this tlk to a 2019 Samsung
Expected: replacement",Contact re product enquiry. Shared compatibility info. Query answered. -TK,helpdesk
TK-249250,2026-01-18 01:10,2026-01-18 12:27,2026-01-18 12:46,resolved,email,C104574,VR904613,VA-SP-ORB,Product Enquiry,Normal,Email Frontline,A3020,0,5,,,N,"product: orbit speaker
order: vr904613
purchased: 24 jan
issue: does orbit speaker work with iphone
expected: resolution","1. pre-sales query
2. shared spec sheet
3. query answered",helpdesk
TK-249251,2026-01-18 09:34,2026-01-18 10:26,2026-01-18 11:03,resolved,voice,C104764,,VA-EB-PL2,Billing & Payments,Normal,Billing,A3032,0,,,,N,[IVR transcript] hello mooney debited but order not showing hello??,"1. amount deducted without order
2. confirmed w/ payment gateway
3. rfnd processed to source ~Sneha",helpdesk
TK-249252,2026-01-18 10:12,2026-01-18 15:42,2026-01-18 16:00,resolved,email,C103222,VR883807,VA-EB-PL2,Connectivity,Normal,Email Frontline,A3018,0,,,,N,"Hi Vireo support,
Got pulse 2 buds from vireo.in 2 weeks ago. Pairing is not working.
I forgot the device and tried again.
Please advise.
Thank u Karan","cx: unable to pair with phone | asked cx to reset the device -> advised fw update via app, resolved ~Krishna",helpdesk
TK-249253,2026-01-18 10:22,2026-01-18 10:27,2026-01-18 10:42,resolved,chat,C103873,,VA-EB-PL2,Charging & Battery,Low,Chat Frontline,A3007,0,4,,,N,not acceptable at thhis price. got pulse 2 frm vireo.in 3 weeks back. batteery backup is terrible now. i already updated the app. escalate this to someone senior.,see prev,helpdesk
TK-249254,2026-01-18 11:02,2026-01-18 11:57,2026-01-18 12:13,resolved,email,C103084,,VA-EB-PL2,Billing & Payments,Normal,Billing,A3033,0,3,,,N,"not what i expected from vireo. ordered the pulse 2 earbuds around diwali. payment was deducted but no order was created. i already checked bank statement. i want a replacement or refund, nothing else.","1. payment debited, no order
2. chk pg dashboard for txn
3. order manually created",helpdesk
TK-249255,2026-01-18 11:32,2026-01-18 11:39,2026-01-20 11:53,resolved,chat,C105512,,VA-SW-NX2,Delivery & Shipping,Normal,Logistics,A3031,0,,,,N,"hi there, ordered nexa 2 10 days ago. order status stuck on shipped since 14-01-2026. please advise. regards,","RTO confirmed, reshipped. Issue: delivery delayed. Checked AWB with courier.",helpdesk
TK-249256,2026-01-18 12:02,2026-01-18 12:06,,open,chat,C100131,,VA-EB-PL2,Charging & Battery,Normal,Chat Frontline,A3013,0,,,,Y,"hii
one of them (left) never gets the green light in the case
hello??",new unit shipped under doa. issue: left earbud not taking charge. checked case led behaviour with cx. ~Rohit,helpdesk
TK-249257,2026-01-18 14:30,2026-01-18 15:02,2026-01-18 15:28,resolved,social,C102517,VR906126,VA-EB-AIR,Other,Normal,Chat Frontline,A3015,0,1,,,N,"paid via UPI, amount deducted, no order confirmation
VR906126",Order manually created. Issue: amount deducted without order. Checked PG dashboard for txn.,helpdesk
TK-249258,2026-01-18 14:33,2026-01-18 16:10,2026-01-19 22:37,closed,voice,C106874,VR886651,VA-SW-NX2,Warranty & Repair,Normal,Escalations & Warranty,A3044,0,5,,,N,warranty claiim pending for 19 days - VR886651,"1. Repair status follow-up
2. Checked QC report
3. Repair completed, shipped back",helpdesk
TK-249259,2026-01-18 15:32,2026-01-18 15:36,2026-01-18 15:51,resolved,chat,C103114,VR895825,VA-EB-PL2,App & Firmware,Normal,Chat Frontline,A3005,0,,,,N,"Product: pulse 2 buds
Order: VR895825
Purchased: November 11
Issue: cannot login to my account
Tried: tried 5 times
Expected: refund",cx reached out - OTP not rcvd. Checked OTP logs. Account unlocked.,helpdesk
TK-249260,2026-01-18 17:44,2026-01-18 17:49,2026-01-18 18:02,resolved,chat,C107988,,VA-SW-NX2,Account & Login,Normal,Chat Frontline,A3012,0,,,,N,Pathetic expeerience honestly. I bought Nexa 2 on 18-11-2025. OTP not coming on my number. I already tried on another browser. Escalate this to someone senior.,"reported: login issue. chk otp logs. number updated, rslvd.",helpdesk
TK-249262,2026-01-18 18:07,2026-01-18 19:08,2026-01-18 19:29,closed,voice,C101813,VR900366,VA-NB-ARC,Delivery & Shipping,Normal,Logistics,A3030,0,2,,,N,[IVR transcript] tracking has said out for delivery for a week now - VR900366,"Cx reported ord not delivered. Raised ticket with crr partner. RTO conf, reshipped.",helpdesk
TK-249263,2026-01-18 18:44,2026-01-18 18:48,2026-01-20 19:12,resolved,chat,C100301,VR892127,VA-EB-AIR,Returns & Refunds,Low,Returns Desk,A3036,0,,1799,RETURN-QC-OK,N,nobody came for the pickup. VR892127,"1. Reverse pickup pending
2. Re-raised pickup w/ courier
3. Full refund processed (1799) (SOP 3.1)",helpdesk
TK-249265,2026-01-18 19:35,2026-01-18 19:38,2026-01-18 19:56,resolved,chat,C101248,VR909870,VA-EB-PL2,Account & Login,Normal,Chat Frontline,A3009,0,,,,N,"Hi there, Ordered Pulse 2 in November. OTP not coming on my number. I tried on another browser. Nothing changed. Waiting for your reply. Thanks,","cx states OTP not rcvd. chk number on account. OTP resent, cx logged in. //SUK",helpdesk
TK-249267,2026-01-18 20:12,2026-01-18 20:31,2026-01-18 20:49,resolved,voice,C108775,VR883296,VA-SW-NX2,Other,Normal,Voice Frontline,A3026,0,,,,N,"[IVR transcript] Dear team, Odrer VR883296 (the Nexa 2).  Sinec the last update the app just shows a white screen. I updated phone. I want a replacement.","1. App not opening
2. Asked for phone model + OS
3. Advised beta build, rslvd //AAD",helpdesk
TK-249268,2026-01-18 20:57,2026-01-18 21:37,2026-01-18 22:06,resolved,email,C109115,VR909102,VA-EB-PL1,Charging & Battery,Low,Email Frontline,A3018,0,,,,N,"product: my pulse
order: vr909102
purchased: 14-12-2025
issue: teh promised 40 hours is nowhere close, i get maybe 2
tried: upddated the app
expected: refund",cx: rapid battery drain | advised disabling anc/aod to test -> escalated to warranty,helpdesk
TK-249269,2026-01-18 21:12,2026-01-18 22:36,,open,email,C107943,VR888400,VA-SP-MINI,Delivery & Shipping,Normal,Logistics,A3027,0,4,,,N,"helo
it has been 21 days and i have nothing in hand","1. Delivery delayed
2. Raised ticket with crr partner
3. RTO confirmed, reshipped",helpdesk
TK-249270,2026-01-18 23:52,2026-01-19 00:04,2026-01-19 00:18,resolved,chat,C102416,,VA-AC-CH65,Other,Normal,Chat Frontline,A3003,0,,1424,CANCEL,N,"want to cancel my order
please resolve asap","1. Cancel order
2. Checked shipment status
3. Cancelled, refund intiated (SOP 3.1) -KS",helpdesk
TK-249272,2026-01-19 02:09,2026-01-19 02:12,2026-01-24 02:33,resolved,chat,C103217,,VA-EB-PL2,Delivery & Shipping,Normal,Logistics,A3029,0,,,,N,"helo
it has been 21 days and i have nothing in hand
kindly do the needful",re-shipped from warehouse. issue: order not delivered. checked awb with courier. -RM,helpdesk
TK-249273,2026-01-19 08:09,2026-01-19 08:13,2026-01-21 08:34,resolved,chat,C105945,VR906776,VA-AC-CASE,Returns & Refunds,Normal,Returns Desk,A3037,0,,130,GW-OTHER,N,"hello ji
you picked up teh item 12 days ago and my money hasn't come back
kal se",resolved on call. | refunded. rplc request rejected as per policy. ~Manish,helpdesk
TK-249274,2026-01-19 09:11,2026-01-19 14:18,2026-01-22 14:47,resolved,email,C108775,VR883296,VA-SW-NX2,Returns & Refunds,Normal,Returns Desk,A3036,0,5,,,N,"Dear team, Ordered Nexa 2 recently. The app said pickup today, that was on December 23. I CALLED COURIER. Kindly look into it.","cx reached out - pickup missed. Re-raised pickup with courier. Pickup done, refund initiated. Will monitor. (SOP 2.7)",helpdesk
