ticket_id,ai_suggested_reason,ai_theme,ai_confidence,ai_evidence_quote,ai_model,ai_run_id
TK-247590,RETURN-QC-OK,return_qc,n/a (rules),processed (306). issue: reverse pickup pending. checked pickup,rules-baseline-v2,rules:note
TK-247599,DUP-PAYMENT,payment_failure,n/a (rules),1. amount deducted without ord 2. confirmed with paymen,rules-baseline-v2,rules:note
TK-247603,DUP-PAYMENT,payment_failure,high,payment went through but I got no order id,claude-opus-5,tier2
TK-247606,DUP-PAYMENT,payment_failure,n/a (rules),1. amount deducted without order 2. asked for utr 3. fu,rules-baseline-v2,rules:note
TK-247607,DUP-PAYMENT,payment_failure,n/a (rules),1. charged twice 2. conf utrs 3. rfnd app,rules-baseline-v2,rules:note
TK-247610,RETURN-QC-OK,return_qc,n/a (rules),nfirmed credited. Issue: refund delay. Checked reverse pickup,rules-baseline-v2,rules:note
TK-247621,RETURN-QC-OK,return_qc,n/a (rules),Cx reported refund not credited. Checked reverse pickup,rules-baseline-v2,rules:note
TK-247623,DOA-REPL,transit_damage,n/a (rules),Customer states damaged in transit. chk w/ crr for damage c,rules-baseline-v2,rules:note
TK-247627,RETURN-QC-OK,return_qc,n/a (rules),ed rma status query. chk qc report. xfer to logistics. refu,rules-baseline-v2,rules:note
TK-247629,LOST-TRANSIT,transit_lost,n/a (rules),Cust contacted re ord not delivered. Checked AWB with crr. R,rules-baseline-v2,rules:note
TK-247642,RETURN-QC-OK,return_qc,n/a (rules),1. rfnd pending 2. checked rfnd status o,rules-baseline-v2,rules:note
TK-247649,DOA-REPL,transit_damage,n/a (rules),"Cx reported unit received damaged. Photos received, damage",rules-baseline-v2,rules:note
TK-247652,RETURN-QC-OK,return_qc,n/a (rules),processed (425). issue: pickup not done. re-raised pickup with c,rules-baseline-v2,rules:note
TK-247653,RETURN-QC-OK,return_qc,n/a (rules),1. refund delay 2. checked refund status,rules-baseline-v2,rules:note
TK-247661,WTY-BUYBACK,hardware_fault,n/a (rules),issue: mic not working on calls | tested on cal,rules-baseline-v2,rules:note
TK-247664,RETURN-QC-OK,return_qc,n/a (rules),processed (3499). Issue: rfnd not credited. Checked rfnd status on,rules-baseline-v2,rules:note
TK-247685,RETURN-QC-OK,return_qc,n/a (rules),Contact re wrong item delivered. Verified orde,rules-baseline-v2,rules:note
TK-247689,LOST-TRANSIT,transit_lost,n/a (rules),nt not received. Checked AWB with courier.,rules-baseline-v2,rules:note
TK-247697,CANCEL,customer_cancellation,n/a (rules),cx: cancellation request | chk shipment status ->,rules-baseline-v2,rules:note
TK-247699,RETURN-QC-OK,return_qc,n/a (rules),Customer states refund not credited. chk refund status on PG,rules-baseline-v2,rules:note
TK-247702,RETURN-QC-OK,return_qc,n/a (rules),Cust contacted re refund pending. chk reverse pickup QC s,rules-baseline-v2,rules:note
TK-247731,DUP-PAYMENT,payment_failure,n/a (rules),cessed to source. Issue: failed ord after payment. conf with payment gatew,rules-baseline-v2,rules:note
TK-247738,CANCEL,customer_cancellation,n/a (rules),issue: order cancellation | chk shipment status ->,rules-baseline-v2,rules:note
TK-247752,PRICE-ADJ,pricing_coupon,n/a (rules),1. coupon not applied 2. chk coupo,rules-baseline-v2,rules:note
TK-247763,RETURN-QC-OK,return_qc,n/a (rules),1. Refund not credited 2. Checked refund status,rules-baseline-v2,rules:note
TK-247764,RETURN-QC-OK,return_qc,n/a (rules),Reported: rfnd not credited. Checked reverse pkp QC,rules-baseline-v2,rules:note
TK-247767,RETURN-QC-OK,return_qc,n/a (rules),1. Refund delay 2. Checked reverse picku,rules-baseline-v2,rules:note
TK-247768,RETURN-QC-OK,return_qc,n/a (rules),1. refund not credited 2. checked reverse picku,rules-baseline-v2,rules:note
TK-247785,RETURN-QC-OK,return_qc,n/a (rules),Contact re reverse pkp pending. Checked pkp AWB,rules-baseline-v2,rules:note
TK-247787,RETURN-QC-OK,return_qc,n/a (rules),1. Refund pending 2. Checked reverse pkp Q,rules-baseline-v2,rules:note
TK-247790,RETURN-QC-OK,return_qc,n/a (rules),1. rfnd pending 2. chk reverse pickup qc,rules-baseline-v2,rules:note
TK-247823,WTY-BUYBACK,hardware_fault,n/a (rules),nded Rs 117. Issue: case not charging. Confirmed case LED dead,rules-baseline-v2,rules:note
TK-247826,DUP-PAYMENT,payment_failure,n/a (rules),cx states failed ord after payment. Asked for UTR. Full ref,rules-baseline-v2,rules:note
TK-247827,RETURN-QC-OK,return_qc,n/a (rules),Pulse buds 2 weeks ago. Refund not received yet. I emailed twice. I,rules-baseline-v2,rules:message
TK-247828,WTY-BUYBACK,hardware_fault,medium,only one side plays sound,claude-opus-5,tier2
TK-247836,DUP-PAYMENT,payment_failure,n/a (rules),"tiated to source. Issue: payment debited, no ord. Confirmed with payment",rules-baseline-v2,rules:note
TK-247844,WTY-BUYBACK,connectivity_firmware,n/a (rules),cx: pairing failure | chk phone os versio,rules-baseline-v2,rules:note
TK-247849,DUP-PAYMENT,payment_failure,n/a (rules),"cx: payment debited, no order | confirmed w/ payment",rules-baseline-v2,rules:note
TK-247853,RETURN-QC-OK,return_qc,n/a (rules),1. rfnd pending 2. checked rfnd status o,rules-baseline-v2,rules:note
TK-247854,RETURN-QC-OK,return_qc,n/a (rules),1. Refund pending 2. Checked refund status,rules-baseline-v2,rules:note
TK-247862,RETURN-QC-OK,return_qc,n/a (rules),1. Refund delay 2. chk reverse pickup QC,rules-baseline-v2,rules:note
TK-247867,RETURN-QC-OK,return_qc,n/a (rules),Contact re refund not credited. Chekced reverse pickpu,rules-baseline-v2,rules:note
TK-247876,DUP-PAYMENT,payment_failure,n/a (rules),duplicate refunded to source. issue: charge,rules-baseline-v2,rules:note
TK-247882,CANCEL,customer_cancellation,n/a (rules),cancel ord | chk shipment status ->,rules-baseline-v2,rules:note
TK-247885,RETURN-QC-OK,return_qc,n/a (rules),5-7 working days. Issue: pickup missed. Checked pickup AWB.,rules-baseline-v2,rules:note
TK-247895,WTY-BUYBACK,connectivity_firmware,n/a (rules),re: unable to pair with phone | checked pho,rules-baseline-v2,rules:note
TK-247905,DUP-PAYMENT,payment_failure,n/a (rules),1. amount deducted without order 2. confirmed with paym,rules-baseline-v2,rules:note
TK-247906,DUP-PAYMENT,payment_failure,n/a (rules),[IVR transcript] hi card charged two times my strata 2 headphones h,rules-baseline-v2,rules:message
TK-247908,RETURN-QC-OK,return_qc,n/a (rules),Cx reported refund not credited. chk reverse pkp QC stat,rules-baseline-v2,rules:note
TK-247918,RETURN-QC-OK,return_qc,n/a (rules),5-7 working days. issue: refund delay. chk reverse pickup qc s,rules-baseline-v2,rules:note
TK-247933,WTY-BUYBACK,connectivity_firmware,n/a (rules),cx: crackling/distortion | asked for a,rules-baseline-v2,rules:note
TK-247935,WTY-BUYBACK,hardware_fault,n/a (rules),"rplc raised, RMA shared w/ cx. Issue: lef",rules-baseline-v2,rules:note
TK-247941,GW-OTHER,service_recovery,high,"re-pair successful, resolved on chat. -- refund done and new unit sent as one-time gesture",claude-opus-5,tier2
TK-247945,CANCEL,customer_cancellation,n/a (rules),cx: order cancellation | cancelled before dispa,rules-baseline-v2,rules:note
TK-247955,PRICE-ADJ,pricing_coupon,n/a (rules),Cust contacted re coupon not applied. chk cart el,rules-baseline-v2,rules:note
TK-247956,RETURN-QC-OK,return_qc,n/a (rules),1. refund pending 2. checked reverse picku,rules-baseline-v2,rules:note
TK-247957,RETURN-QC-OK,return_qc,n/a (rules),1. rfnd delay 2. chk rfnd status on pg,rules-baseline-v2,rules:note
TK-247959,DUP-PAYMENT,payment_failure,high,PAYMENT WENT THROUGH BUT I GOT NO ORDER ID,claude-opus-5,tier2
TK-247961,RETURN-QC-OK,return_qc,n/a (rules),duled for 09 dec. issue: reverse pickup pending. checked pickup,rules-baseline-v2,rules:note
TK-247969,GW-OTHER,service_recovery,medium,"reset done. issued rfnd + rplc both, tl aware",claude-opus-5,tier2
TK-247979,WTY-BUYBACK,hardware_fault,n/a (rules),cx: right side silent | asked cx to check bud,rules-baseline-v2,rules:note
TK-247981,DUP-PAYMENT,payment_failure,n/a (rules),1. duplicate payment 2. checked pg for duplic,rules-baseline-v2,rules:note
TK-247997,GW-OTHER,service_recovery,n/a (rules),fnd and rplc given as cx threatened social media. //KOM,rules-baseline-v2,rules:note
TK-248002,RETURN-QC-OK,return_qc,n/a (rules),nfirmed credited. Issue: refund pending. Checked reverse pickup,rules-baseline-v2,rules:note
TK-248011,RETURN-QC-OK,return_qc,n/a (rules),5-7 working days. Issue: pickup not done. Checked pickup AWB. Via,rules-baseline-v2,rules:note
TK-248012,DUP-PAYMENT,payment_failure,n/a (rules),"cx states payment debited, no order. Confirmed w/ payment",rules-baseline-v2,rules:note
TK-248021,RETURN-QC-OK,return_qc,n/a (rules),Ticket raised for refund delay. Checked reverse pickup,rules-baseline-v2,rules:note
TK-248027,RETURN-QC-OK,return_qc,n/a (rules),tiated to source. issue: rfnd pending. checked rfnd status on,rules-baseline-v2,rules:note
TK-248033,RETURN-QC-OK,return_qc,n/a (rules),Cx sasy rfnd delay. Checked rfnd status on,rules-baseline-v2,rules:note
TK-248044,DUP-PAYMENT,payment_failure,n/a (rules),cx states amount deducted without order. chk PG dashboard for,rules-baseline-v2,rules:note
TK-248063,DUP-PAYMENT,payment_failure,n/a (rules),Contact re amount deducted without ord. Asked for UTR. rfnd app,rules-baseline-v2,rules:note
TK-248068,PRICE-ADJ,pricing_coupon,n/a (rules),1. discount not applied 2. checked coupon validi,rules-baseline-v2,rules:note
TK-248070,RETURN-QC-OK,return_qc,n/a (rules),1. pkp not done 2. Re-raised pkp with cr,rules-baseline-v2,rules:note
TK-248071,CANCEL,customer_cancellation,n/a (rules),cancel ord | checked shipment statu,rules-baseline-v2,rules:note
TK-248074,RETURN-QC-OK,return_qc,n/a (rules),1. Pickup missed 2. Re-raised pickup with,rules-baseline-v2,rules:note
TK-248078,RETURN-QC-OK,return_qc,n/a (rules),reported: wrong item delivered. raaised w/ wa,rules-baseline-v2,rules:note
TK-248082,WTY-BUYBACK,hardware_fault,n/a (rules),Cx says left earbud not taking charge. Tested w/ cx on call. R,rules-baseline-v2,rules:note
TK-248089,DUP-PAYMENT,payment_failure,n/a (rules),cx states amount deducted without ord. chk PG dashboard for tx,rules-baseline-v2,rules:note
TK-248095,LOST-TRANSIT,transit_lost,n/a (rules),Cust contacted re shipment not rcvd. Confirmed address with,rules-baseline-v2,rules:note
TK-248103,PRICE-ADJ,pricing_coupon,n/a (rules),Cust contacted re coupon not applied. chk cart el,rules-baseline-v2,rules:note
TK-248104,DUP-PAYMENT,payment_failure,n/a (rules),Refunded Rs 560. Issue: amount deducted without order. Asked for UTR.,rules-baseline-v2,rules:note
TK-248110,WTY-BUYBACK,hardware_fault,n/a (rules),left earbud not taking charge | conf fw 2.4.12 -> refu,rules-baseline-v2,rules:note
TK-248113,WTY-BUYBACK,hardware_fault,n/a (rules),Processed FR and raised RMA for new set. //NIK,rules-baseline-v2,rules:note
TK-248116,CANCEL,customer_cancellation,n/a (rules),re: order cancellation | checked shipment statu,rules-baseline-v2,rules:note
TK-248130,RETURN-QC-OK,return_qc,n/a (rules),Contact re rfnd pending. chk rfnd status on PG.,rules-baseline-v2,rules:note
TK-248132,RETURN-QC-OK,return_qc,n/a (rules),Reported: rfnd delay. Checked reverse pickup,rules-baseline-v2,rules:note
TK-248138,CANCEL,customer_cancellation,n/a (rules),tiated to source. Issue: order cancellation. Cancelled before dispat,rules-baseline-v2,rules:note
TK-248141,WTY-BUYBACK,hardware_fault,n/a (rules),ssed (3499). Issue: left side silent. Walked through reset. V,rules-baseline-v2,rules:note
TK-248145,RETURN-QC-OK,return_qc,n/a (rules),1. Reverse pkp pending 2. Re-raised pkp,rules-baseline-v2,rules:note
TK-248147,DUP-PAYMENT,payment_failure,n/a (rules),1. amount deducted without order 2. asked for utr 3. fu,rules-baseline-v2,rules:note
TK-248156,CANCEL,customer_cancellation,n/a (rules),tiated to source. issue: order cancellation. cancelled before dispat,rules-baseline-v2,rules:note
TK-248158,DUP-PAYMENT,payment_failure,n/a (rules),"team, payment was deducted but no order was created pls reply",rules-baseline-v2,rules:message
TK-248161,RETURN-QC-OK,return_qc,n/a (rules),1. refund not credited 2. checked refund status,rules-baseline-v2,rules:note
TK-248168,RETURN-QC-OK,return_qc,n/a (rules),re: rfnd pending | checked reverse pkp qc,rules-baseline-v2,rules:note
TK-248180,RETURN-QC-OK,return_qc,n/a (rules),1. Refund pending 2. Checked reverse picku,rules-baseline-v2,rules:note
TK-248181,DUP-PAYMENT,payment_failure,n/a (rules),"1. payment debited, no order 2. checked pg dashboar",rules-baseline-v2,rules:note
TK-248183,RETURN-QC-OK,return_qc,n/a (rules),cx: refund delay | chk refund status on p,rules-baseline-v2,rules:note
TK-248187,CANCEL,customer_cancellation,n/a (rules),5-7 working days. Issue: cancellation request. Checked shipment status,rules-baseline-v2,rules:note
TK-248190,DUP-PAYMENT,payment_failure,n/a (rules),1. double charge 2. checked pg for duplic,rules-baseline-v2,rules:note
TK-248196,CANCEL,customer_cancellation,n/a (rules),tiated to source. issue: order cancellation. checked shipment status,rules-baseline-v2,rules:note
TK-248203,DUP-PAYMENT,payment_failure,n/a (rules),within 5-7 days. Issue: amount deducted without ord. chk PG dashboard for tx,rules-baseline-v2,rules:note
TK-248212,RETURN-QC-OK,return_qc,n/a (rules),1. Refund pending 2. chk reverse pickup QC,rules-baseline-v2,rules:note
TK-248213,CANCEL,customer_cancellation,n/a (rules),cx: cancellation request | cancelled before dispa,rules-baseline-v2,rules:note
TK-248230,RETURN-QC-OK,return_qc,n/a (rules),Cx reported pickup missed. Re-raised pickup with c,rules-baseline-v2,rules:note
TK-248232,CANCEL,customer_cancellation,n/a (rules),reported: cancel ord. checked shipment status,rules-baseline-v2,rules:note
TK-248237,RETURN-QC-OK,return_qc,n/a (rules),Ticket raised for refund pending. Checked refund status o,rules-baseline-v2,rules:note
TK-248247,CANCEL,customer_cancellation,n/a (rules),cx: ord cancellation | cancelled before dispa,rules-baseline-v2,rules:note
TK-248252,GW-OTHER,service_recovery,high,"adv FW update via app, rslvd. Both rfnd & rplc given as cx threatened social media",claude-opus-5,tier2
TK-248262,DOA-REPL,transit_damage,n/a (rules),reported: transit damage. chk w/ courier for dama,rules-baseline-v2,rules:note
TK-248263,RETURN-QC-OK,return_qc,n/a (rules),Cust contacted re rfnd delay. chk reverse pickup QC s,rules-baseline-v2,rules:note
TK-248267,WTY-BUYBACK,hardware_fault,n/a (rules),spatched a new one under RMA. ~Meera,rules-baseline-v2,rules:note
TK-248268,LOST-TRANSIT,transit_lost,n/a (rules),"dec, cx informed. issue: order not delivered. checked awb with courie",rules-baseline-v2,rules:note
TK-248270,PRICE-ADJ,pricing_coupon,n/a (rules),issue: promo code invalid | chk cart eligi,rules-baseline-v2,rules:note
TK-248274,RETURN-QC-OK,return_qc,n/a (rules),Cx says wrong variant rcvd. Verified order vs,rules-baseline-v2,rules:note
TK-248279,RETURN-QC-OK,return_qc,n/a (rules),Cx reorted refund pending. Checked reverse pickup,rules-baseline-v2,rules:note
TK-248280,RETURN-QC-OK,return_qc,n/a (rules),tiated to source. issue: wrong item delivered. verified orde,rules-baseline-v2,rules:note
TK-248288,RETURN-QC-OK,return_qc,n/a (rules),1. Refund delay 2. Checked refund status,rules-baseline-v2,rules:note
TK-248300,CANCEL,customer_cancellation,n/a (rules),cancel order | checked shipment sta,rules-baseline-v2,rules:note
TK-248306,RETURN-QC-OK,return_qc,n/a (rules),"w/ cx -> rplc approved, reverse pickup arranged. Payment revers",rules-baseline-v2,rules:note
TK-248314,DUP-PAYMENT,payment_failure,n/a (rules),"1. payment debited, no ord 2. asked for utr 3. refu",rules-baseline-v2,rules:note
TK-248319,GW-OTHER,service_recovery,n/a (rules),rfnd & rplc given as cx threatened social media.,rules-baseline-v2,rules:note
TK-248322,PRICE-ADJ,pricing_coupon,n/a (rules),1. promo code invalid 2. checked cart,rules-baseline-v2,rules:note
TK-248327,LOST-TRANSIT,transit_lost,n/a (rules),1. ord not delivered 2. conf address with cx,rules-baseline-v2,rules:note
TK-248329,RETURN-QC-OK,return_qc,n/a (rules),5-7 working days. issue: refund pending. checked refund status o,rules-baseline-v2,rules:note
TK-248338,RETURN-QC-OK,return_qc,n/a (rules),1. Refund not credited 2. Checked reverse picku,rules-baseline-v2,rules:note
TK-248342,RETURN-QC-OK,return_qc,n/a (rules),cx reached out - refund delay. Checked reverse pickup,rules-baseline-v2,rules:note
TK-248345,DUP-PAYMENT,payment_failure,n/a (rules),"cx reached out - payment debited, no ord. Checked PG dashboard fo",rules-baseline-v2,rules:note
TK-248349,RETURN-QC-OK,return_qc,n/a (rules),"refund not received yet, VR888988",rules-baseline-v2,rules:message
TK-248352,DOA-REPL,transit_damage,n/a (rules),> new unit shipped under doa. amount returned to card,rules-baseline-v2,rules:note
TK-248358,RETURN-QC-OK,return_qc,n/a (rules),refund not received yet VR907817 need this s,rules-baseline-v2,rules:message
TK-248367,CANCEL,customer_cancellation,n/a (rules),cancel order | cancelled before dis,rules-baseline-v2,rules:note
TK-248371,RETURN-QC-OK,return_qc,high,Return pickup has not happened,claude-opus-5,tier2
TK-248384,DUP-PAYMENT,payment_failure,n/a (rules),"vireo.in around diwali.  upi shows success, your app shows nothing.",rules-baseline-v2,rules:message
TK-248389,DOA-REPL,transit_damage,n/a (rules),"Ticket raised for damaged in transit. Photos rcvd, damage con",rules-baseline-v2,rules:note
TK-248394,DUP-PAYMENT,payment_failure,n/a (rules),"Conact re payment debited, no ord. conf w/ payment gateway",rules-baseline-v2,rules:note
TK-248396,RETURN-QC-OK,return_qc,n/a (rules),Reported: rfnd delay. chk rfnd status on PG.,rules-baseline-v2,rules:note
TK-248399,DUP-PAYMENT,payment_failure,n/a (rules),"cx states payment debited, no ord. Confirmed w/ paymennt g",rules-baseline-v2,rules:note
TK-248409,LOST-TRANSIT,transit_lost,n/a (rules),cust contacted re ord not delivered. checked awb w/ courier.,rules-baseline-v2,rules:note
TK-248413,LOST-TRANSIT,transit_lost,n/a (rules),refund initiated as lost in transit. issue: delivery delayed,rules-baseline-v2,rules:note
TK-248418,RETURN-QC-OK,return_qc,n/a (rules),processed (1104). issue: pickup not done. chk pickup awb. | repla,rules-baseline-v2,rules:note
TK-248426,CANCEL,customer_cancellation,n/a (rules),5-7 working days. issue: order cancellation. cancelled before dispat,rules-baseline-v2,rules:note
TK-248438,PRICE-ADJ,pricing_coupon,n/a (rules),Contact re promo code invalid. chk coupon vali,rules-baseline-v2,rules:note
TK-248463,CANCEL,customer_cancellation,n/a (rules),cx reached out - cancel ord. cancelled before dispat,rules-baseline-v2,rules:note
TK-248481,DOA-REPL,transit_damage,n/a (rules),Contact re damaged in transit. Checked with crr for da,rules-baseline-v2,rules:note
TK-248485,LOST-TRANSIT,transit_lost,n/a (rules),1. shipment not rcvd 2. raised ticket with co,rules-baseline-v2,rules:note
TK-248493,DUP-PAYMENT,payment_failure,n/a (rules),"1. Payment debited, no order 2. Checked PG dashboar",rules-baseline-v2,rules:note
TK-248507,WTY-BUYBACK,connectivity_firmware,medium,BT dropouts / chk interference sources / rplc raised,claude-opus-5,tier2
TK-248519,LOST-TRANSIT,transit_lost,n/a (rules),cx reached out - ord not delivered. chk AWB w/ courier. rfn,rules-baseline-v2,rules:note
TK-248525,WTY-BUYBACK,hardware_fault,n/a (rules),cx states repair status follow-up. chk RMA statu,rules-baseline-v2,rules:note
TK-248530,DUP-PAYMENT,payment_failure,n/a (rules),1. double charge 2. confirmed utrs 3. ref,rules-baseline-v2,rules:note
TK-248536,RETURN-QC-OK,return_qc,n/a (rules),arn shared with cx. issue: refund p,rules-baseline-v2,rules:note
TK-248537,DUP-PAYMENT,payment_failure,n/a (rules),cx states duplicate payment. conf UTRs. Duplicate re,rules-baseline-v2,rules:note
TK-248540,DUP-PAYMENT,payment_failure,n/a (rules),issue: failed order after payment | asked for utr -> refun,rules-baseline-v2,rules:note
TK-248542,DUP-PAYMENT,payment_failure,n/a (rules),within 5-7 days. Issue: failed ord after payment. chk PG dashboard for tx,rules-baseline-v2,rules:note
TK-248544,DUP-PAYMENT,payment_failure,n/a (rules),re: charged twice | checked pg for duplica,rules-baseline-v2,rules:note
TK-248556,RETURN-QC-OK,return_qc,n/a (rules),1. Incorrect product shipped 2. Verified order vs del,rules-baseline-v2,rules:note
TK-248560,WTY-BUYBACK,hardware_fault,n/a (rules),ryone on my calls says I sound like I'm underwater. I have c,rules-baseline-v2,rules:message
TK-248563,RETURN-QC-OK,return_qc,n/a (rules),5-7 working days. issue: refund delay. checked refund status o,rules-baseline-v2,rules:note
TK-248569,RETURN-QC-OK,return_qc,n/a (rules),1. Refund not credited 2. chk refund status on,rules-baseline-v2,rules:note
TK-248575,DUP-PAYMENT,payment_failure,n/a (rules),"ord affter payment. chk PG dashboard for txn. rfd approved, R",rules-baseline-v2,rules:note
TK-248576,CANCEL,customer_cancellation,n/a (rules),cancellation request | checked shipment statu,rules-baseline-v2,rules:note
TK-248583,CANCEL,customer_cancellation,n/a (rules),re: cancellation request | chk shipment status ->,rules-baseline-v2,rules:note
TK-248589,RETURN-QC-OK,return_qc,n/a (rules),1. Refund not credited 2. chk reverse pkp QC st,rules-baseline-v2,rules:note
TK-248594,RETURN-QC-OK,return_qc,n/a (rules),1. refund pending 2. checked refund status,rules-baseline-v2,rules:note
TK-248596,WTY-BUYBACK,connectivity_firmware,medium,Device not disoverable / Walkde through forget + re-pair,claude-opus-5,tier2
TK-248597,RETURN-QC-OK,return_qc,n/a (rules),refunded rs 2974. issue: refund pending. chk refund status on pg,rules-baseline-v2,rules:note
TK-248604,CANCEL,customer_cancellation,n/a (rules),cx reported cancel order. cancelled before disp,rules-baseline-v2,rules:note
TK-248605,DUP-PAYMENT,payment_failure,n/a (rules),"1. Payment debited, no ord 2. chk PG dashboard for",rules-baseline-v2,rules:note
TK-248611,DUP-PAYMENT,payment_failure,n/a (rules),cx states duplicate payment. chk PG for duplicate tx,rules-baseline-v2,rules:note
TK-248622,RETURN-QC-OK,return_qc,n/a (rules),tiated to source. issue: incorrect product shipped. verified order vs deliv,rules-baseline-v2,rules:note
TK-248630,CANCEL,customer_cancellation,n/a (rules),rm vireo.in in December. want to cancel my order. I already trie,rules-baseline-v2,rules:message
TK-248633,RETURN-QC-OK,return_qc,n/a (rules),refunded rs 40. issue: refund delay. chk refund status on pg,rules-baseline-v2,rules:note
TK-248640,RETURN-QC-OK,return_qc,n/a (rules),ticket raised for reverse pkp pending. re-raised pkp w,rules-baseline-v2,rules:note
TK-248650,RETURN-QC-OK,return_qc,n/a (rules),1. Reverse pkp pending 2. Checked pkp A,rules-baseline-v2,rules:note
TK-248651,RETURN-QC-OK,return_qc,n/a (rules),want replacement. issue: wrong variant received. raised with wa,rules-baseline-v2,rules:note
TK-248652,RETURN-QC-OK,return_qc,n/a (rules),1. reverse pkp pending 2. checked pkp a,rules-baseline-v2,rules:note
TK-248660,CANCEL,customer_cancellation,high,"my son ordered this without asking, please reverse",claude-opus-5,tier2
TK-248668,LOST-TRANSIT,transit_lost,n/a (rules),Reported: order not delivered. Raised ticket with cour,rules-baseline-v2,rules:note
TK-248687,DUP-PAYMENT,payment_failure,n/a (rules),IRLITE BUDS A MONTH AGO. Money debited but order not showing. I waited 24 hou,rules-baseline-v2,rules:message
TK-248701,RETURN-QC-OK,return_qc,n/a (rules),cx reached out - rfnd pending. Checked rfnd status on,rules-baseline-v2,rules:note
TK-248705,RETURN-QC-OK,return_qc,n/a (rules),Contact re incorrect product shipped. Raised w/ warehouse. Re,rules-baseline-v2,rules:note
TK-248716,CANCEL,customer_cancellation,n/a (rules),1. Cancel order 2. Checked shipment st,rules-baseline-v2,rules:note
TK-248737,RETURN-QC-OK,return_qc,n/a (rules),issue: refund not credited | checked refund status,rules-baseline-v2,rules:note
TK-248743,GW-OTHER,service_recovery,medium,"advised, cx will monitor | refund + rplc, cx escalation avoided",claude-opus-5,tier2
TK-248744,CANCEL,customer_cancellation,n/a (rules),Contact re order cancellation. Cancelled before dispat,rules-baseline-v2,rules:note
TK-248745,PRICE-ADJ,pricing_coupon,n/a (rules),Ticket raised for coupon not applied. chk crt eli,rules-baseline-v2,rules:note
TK-248750,DUP-PAYMENT,payment_failure,n/a (rules),processed (3499). Issue: double charge. Confirmed UTRs. Via Log,rules-baseline-v2,rules:note
TK-248753,WTY-BUYBACK,connectivity_firmware,n/a (rules),"l, rslvd on chat. Issue: device not discoverable. Walked through forg",rules-baseline-v2,rules:note
TK-248757,WTY-BUYBACK,connectivity_firmware,n/a (rules),tiated to source. Issue: intermittent disconnects. chk interference sourc,rules-baseline-v2,rules:note
TK-248758,DUP-PAYMENT,payment_failure,n/a (rules),cx says charged twice. conf utrs. refund appro,rules-baseline-v2,rules:note
TK-248761,RETURN-QC-OK,return_qc,n/a (rules),Contact re reverse pickup pending. Checked pickup,rules-baseline-v2,rules:note
TK-248762,LOST-TRANSIT,transit_lost,high,cx repported shipment not rcvd. conf address w/ cx,claude-opus-5,tier2
TK-248770,RETURN-QC-OK,return_qc,n/a (rules),Cust contacted re rfnd pending. Checked rfnd status on,rules-baseline-v2,rules:note
TK-248772,RETURN-QC-OK,return_qc,n/a (rules),cust contacted re pickup not done. checked pickup awb. tra,rules-baseline-v2,rules:note
TK-248774,GW-OTHER,service_recovery,n/a (rules),"1039 & also raised rplc, cx was very upset. //NIK",rules-baseline-v2,rules:note
TK-248779,DUP-PAYMENT,payment_failure,n/a (rules),re: charged twice | confirmed utrs -> full,rules-baseline-v2,rules:note
TK-248782,CANCEL,customer_cancellation,n/a (rules),Reported: cancel order. Checked shipment stat,rules-baseline-v2,rules:note
TK-248793,CANCEL,customer_cancellation,n/a (rules),cancel order vr898903,rules-baseline-v2,rules:message
TK-248794,RETURN-QC-OK,return_qc,n/a (rules),refunded rs 1499. issue: pickup not done. re-raised pickup with c,rules-baseline-v2,rules:note
TK-248796,RETURN-QC-OK,return_qc,n/a (rules),Reported: reverse pickup pending. Re-raised pckup,rules-baseline-v2,rules:note
TK-248801,DUP-PAYMENT,payment_failure,n/a (rules),Ticket raised for amount deducted without ord. conf w/ payment gateway,rules-baseline-v2,rules:note
TK-248803,RETURN-QC-OK,return_qc,n/a (rules),Contact re refund delay. Checked refund status o,rules-baseline-v2,rules:note
TK-248807,RETURN-QC-OK,return_qc,n/a (rules),Customer states pkp not done. Re-raised pkp with crr.,rules-baseline-v2,rules:note
TK-248810,PRICE-ADJ,pricing_coupon,n/a (rules),1. promo code invalid 2. checked cart,rules-baseline-v2,rules:note
TK-248814,RETURN-QC-OK,return_qc,n/a (rules),processed (4249). issue: rfnd not credited. checked rfnd status on,rules-baseline-v2,rules:note
TK-248821,CANCEL,customer_cancellation,n/a (rules),"i speaker on 27-12-2025. please cancel, ordered by mistake. i t",rules-baseline-v2,rules:message
TK-248838,RETURN-QC-OK,return_qc,n/a (rules),om vireo.in in December. Refund was promised 14 days ago and nothing.,rules-baseline-v2,rules:message
TK-248839,WTY-BUYBACK,connectivity_firmware,n/a (rules),re: pairing failure | checked phone os ve,rules-baseline-v2,rules:note
TK-248840,WTY-BUYBACK,hardware_fault,n/a (rules),spatched a new one under rma. -RM,rules-baseline-v2,rules:note
TK-248842,WTY-BUYBACK,hardware_fault,medium,strap broken | asked for photo,claude-opus-5,tier2
TK-248843,DUP-PAYMENT,payment_failure,n/a (rules),re: duplicate payment | chk pg for duplicate t,rules-baseline-v2,rules:note
TK-248849,LOST-TRANSIT,transit_lost,n/a (rules),Refunded Rs 3499. Issue: order not delivered. Checked AWB with courie,rules-baseline-v2,rules:note
TK-248853,CANCEL,customer_cancellation,n/a (rules),issue: cancellation request | cancelled before dispa,rules-baseline-v2,rules:note
